MJD,MAG,MAGERR,FLT,TELESCOPE,INSTRUMENT,ULIM
58884.44230319979,16.548217067588826,0.0103977174601463,g-ZTF,P48,,0.0
58884.51623839978,15.672154647079314,0.0064858324827775,r-ZTF,P48,,0.0
58887.425775500014,16.58228753870697,0.0129469493116441,g-ZTF,P48,,0.0
58887.51591440011,15.788434694541191,0.0069961665598908,r-ZTF,P48,,0.0
58892.31688660011,16.09699628803144,0.0100013204231541,r-ZTF,P48,,0.0
58892.380914399866,16.753236486516276,0.0120027160355555,g-ZTF,P48,,0.0
58895.38407409983,16.81458823045191,0.0098987875012593,g-ZTF,P48,,0.0
58895.44245370012,16.172818112265567,0.007437341640572,r-ZTF,P48,,0.0
58898.37387729995,16.229645664707938,0.0066880019167579,r-ZTF,P48,,0.0
58898.41949070012,16.892824498344986,0.0098903509469927,g-ZTF,P48,,0.0
58899.40011569997,16.916231733621238,0.0107593736270525,g-ZTF,P48,,0.0
58899.44100689981,16.33808932366919,0.0078700702589536,r-ZTF,P48,,0.0
58900.43752310006,16.3694201473318,0.0082109621264,r-ZTF,P48,,0.0
58901.41890050005,16.408051149230786,0.0084592175084419,r-ZTF,P48,,0.0
58903.35686339997,16.950781972295562,0.0117551590968748,g-ZTF,P48,,0.0
58904.45880790008,17.014816029312726,0.0121866623389587,g-ZTF,P48,,0.0
58904.47055559978,16.539478560687684,0.0115626368774915,r-ZTF,P48,,0.0
58905.30739580002,17.02379365925208,0.0153041984177836,g-ZTF,P48,,0.0
58906.33383100014,16.97389139321698,0.0126407991167563,g-ZTF,P48,,0.0
58906.44592589978,16.58225805719939,0.0120385940535305,r-ZTF,P48,,0.0
58908.3409258998,17.025673023139177,0.0130235362344415,g-ZTF,P48,,0.0
58908.44965279987,16.58637721342867,0.0102228380769565,r-ZTF,P48,,0.0
58911.399386600126,17.202993797885235,0.0142475772231581,g-ZTF,P48,,0.0
58911.4463657001,16.74926169534458,0.0141659605010221,r-ZTF,P48,,0.0
58912.44668979989,16.783147486118654,0.0108730048412262,r-ZTF,P48,,0.0
58913.33089119988,17.094247099593296,0.0145825333483625,g-ZTF,P48,,0.0
58913.44533560006,16.74474122442284,0.0133522848338134,r-ZTF,P48,,0.0
58914.37787039997,16.858752113024195,0.0162815779594475,r-ZTF,P48,,0.0
58914.42474539997,17.23548894562879,0.0184636107509687,g-ZTF,P48,,0.0
58915.40365740005,16.820895767699398,0.0194921964028502,r-ZTF,P48,,0.0
58915.44446759997,17.179160177312706,0.0201158673650233,g-ZTF,P48,,0.0
58936.28976849979,17.68356159088522,0.0190770706784396,g-ZTF,P48,,0.0
58936.41288190009,17.531225123004887,0.0204713228438258,r-ZTF,P48,,0.0
58939.33768519992,17.821831251475885,0.0301762095355613,g-ZTF,P48,,0.0
58939.35991899995,17.90413512111683,0.0974892466736486,r-ZTF,P48,,0.0
58940.39398150006,17.795392181766374,0.0267236682066353,g-ZTF,P48,,0.0
58941.45662039984,17.856603243811612,0.0368138810043333,g-ZTF,P48,,0.0
58954.25879629981,18.116820982751456,0.0319841411295146,r-ZTF,P48,,0.0
58954.29806709988,18.29670551519873,0.0328514117826358,g-ZTF,P48,,0.0
58955.26775459992,18.10217375036236,0.0329819629965687,r-ZTF,P48,,0.0
58955.28119210014,18.536552709404805,0.0590135433890773,r-ZTF,P48,,0.0
58955.30016200012,18.31033106547284,0.034261220105812,g-ZTF,P48,,0.0
58962.23297449993,18.427841478564314,0.0344737942127958,g-ZTF,P48,,0.0
58962.28031249996,18.502272742501727,0.0471046920424971,r-ZTF,P48,,0.0
58963.311747699976,18.610976338227225,0.0454925417563194,g-ZTF,P48,,0.0
58964.26945600007,18.38891095259636,0.0385705995174394,r-ZTF,P48,,0.0
58965.23229169985,18.46556656644035,0.0344429695914245,g-ZTF,P48,,0.0
58965.28668980021,18.466177376918026,0.0431022804066084,r-ZTF,P48,,0.0
58967.22704860009,18.5930249406888,0.0469431449692587,g-ZTF,P48,,0.0
58968.20083330013,18.449913619335145,0.0422665181012714,r-ZTF,P48,,0.0
58968.29807869997,18.811447233904698,0.0536083727483507,g-ZTF,P48,,0.0
58971.2125116,18.696536200751805,0.0655557597801424,r-ZTF,P48,,0.0
58971.2760648001,18.656500983042623,0.0620357280944108,g-ZTF,P48,,0.0
58974.208449100144,18.84698242282386,0.1029938016014098,g-ZTF,P48,,0.0
58974.25291670021,19.72847295003708,0.3023288711140866,r-ZTF,P48,,0.0
58977.17230319977,19.88381194850544,0.3274422661298625,g-ZTF,P48,,0.0
58978.28821759997,19.876046242331288,0.2421505072767701,r-ZTF,P48,,0.0
58980.19048610004,19.270137014692,0.064972092398202,g-ZTF,P48,,0.0
58980.25306709996,19.5196380659,0.1116367383219752,r-ZTF,P48,,0.0
58986.22410879983,19.557000714583364,0.1003744567159172,g-ZTF,P48,,0.0
58991.16920140013,19.445323193216566,0.0930599708837204,g-ZTF,P48,,0.0
58994.20835650014,19.680338695067707,0.1363057588138544,r-ZTF,P48,,0.0
58994.23207180016,19.89586925765123,0.1207214476678566,g-ZTF,P48,,0.0
58997.20399310021,19.61938081637309,0.1135159144586502,g-ZTF,P48,,0.0
59014.201747700106,20.711824629903,0.2747732439483541,g-ZTF,P48,,0.0
59014.22906249994,20.405238510871275,0.2780243323966574,r-ZTF,P48,,0.0
59017.236192100216,20.66326943895997,0.3207504048802287,r-ZTF,P48,,0.0
59020.19872689992,20.392554255856,0.2194003914151004,g-ZTF,P48,,0.0
59020.23732639989,20.33076218966653,0.2770833984647574,r-ZTF,P48,,0.0
59023.21534720017,20.6297081434918,0.3128335264561259,g-ZTF,P48,,0.0
59026.21770829987,19.4953082913699,0.1824950903040731,g-ZTF,P48,,0.0
59173.489756899886,20.63690200662981,0.342340679866889,g-ZTF,P48,,0.0
59175.50261570001,19.080532917066243,0.3292381154376267,r-ZTF,P48,,0.0
59177.528229199816,19.93392635329927,0.1689426815543095,g-ZTF,P48,,0.0
59186.52414349979,19.282757410955256,0.2270087848446699,g-ZTF,P48,,0.0
59193.46464119991,20.496436637761125,0.2963975986941016,g-ZTF,P48,,0.0
59193.535138899926,20.234327154333965,0.271212260627799,r-ZTF,P48,,0.0
59203.497233800124,20.21576811268368,0.3405905540175875,r-ZTF,P48,,0.0
59203.52711809985,19.81330676164701,0.1647046743335511,g-ZTF,P48,,0.0
59217.40958329989,19.91325702956576,0.2776066448109792,r-ZTF,P48,,0.0
59217.44040510012,19.93212992486073,0.233586060464708,g-ZTF,P48,,0.0
59221.48276619986,19.92359057602208,0.1791909780498238,g-ZTF,P48,,0.0
59225.506736100186,19.309458227480604,0.303365238265821,r-ZTF,P48,,0.0
59250.35765049979,20.574956216943043,0.3613415687288742,g-ZTF,P48,,0.0
59252.33190969983,20.54256655440521,0.2946683496828113,r-ZTF,P48,,0.0
59252.48767360021,20.57551041065867,0.2510833875172102,g-ZTF,P48,,0.0
59275.383761600126,19.880255260643985,0.2161686269371794,r-ZTF,P48,,0.0
58856.38784,16.002,0.047,u,Siding Spring 1m,,0.0
58857.32094,16.234,0.066,u,Siding Spring 1m,,0.0
58858.30053,16.067,0.057,u,Siding Spring 1m,,0.0
58859.04927,15.734,0.031,u,Siding Spring 1m,,0.0
58860.04662,15.295,0.025,u,Siding Spring 1m,,0.0
58861.04642,14.855,0.025,u,Siding Spring 1m,,0.0
58864.75224,14.836,0.021,u,Siding Spring 1m,,0.0
58866.30233,15.155,0.03,u,Siding Spring 1m,,0.0
58867.29953,15.619,0.033,u,Siding Spring 1m,,0.0
58868.27114,15.929,0.069,u,Siding Spring 1m,,0.0
58869.26863,16.181,0.067,u,Siding Spring 1m,,0.0
58870.26559,16.562,0.096,u,Siding Spring 1m,,0.0
58871.26324,16.797,0.172,u,Siding Spring 1m,,0.0
58872.28594,17.131,0.065,u,Siding Spring 1m,,0.0
58873.08671,17.371,0.054,u,Siding Spring 1m,,0.0
58874.28098,17.496,0.078,u,Siding Spring 1m,,0.0
58875.25269,17.672,0.064,u,Siding Spring 1m,,0.0
58876.32874,17.647,0.61,u,Siding Spring 1m,,0.0
58878.33872,17.78,0.191,u,Siding Spring 1m,,0.0
58881.99275,17.732,0.094,u,Siding Spring 1m,,0.0
58884.36817,17.955,0.158,u,Siding Spring 1m,,0.0
58856.46,15.124,0.059,UVW2,Swift,,1.0
58856.79,15.093,0.057,UVW2,Swift,,1.0
58857.45,15.343,0.059,UVW2,Swift,,1.0
58858.85,15.122,0.058,UVW2,Swift,,1.0
58859.49,15.098,0.064,UVW2,Swift,,1.0
58860.38,15.131,0.059,UVW2,Swift,,1.0
58861.25,14.998,0.059,UVW2,Swift,,1.0
58877.19,15.097,0.064,UVW2,Swift,,1.0
58887.68,15.145,0.06,UVW2,Swift,,1.0
58898.57,15.185,0.061,UVW2,Swift,,1.0
58907.25,15.181,0.059,UVW2,Swift,,1.0
58856.46,14.983,0.052,UVM2,Swift,,1.0
58857.46,15.09,0.052,UVM2,Swift,,1.0
58858.86,14.983,0.053,UVM2,Swift,,1.0
58860.38,15.038,0.054,UVM2,Swift,,1.0
58861.25,14.973,0.054,UVM2,Swift,,1.0
58877.19,14.964,0.059,UVM2,Swift,,1.0
58887.68,15.022,0.055,UVM2,Swift,,1.0
58898.57,15.15,0.056,UVM2,Swift,,1.0
58907.25,14.994,0.054,UVM2,Swift,,1.0
58856.45,14.938,0.055,UVW1,Swift,,1.0
58856.79,14.893,0.051,UVW1,Swift,,1.0
58857.45,15.076,0.056,UVW1,Swift,,1.0
58858.84,14.888,0.053,UVW1,Swift,,1.0
58859.48,14.894,0.05,UVW1,Swift,,1.0
58859.81,14.848,0.05,UVW1,Swift,,1.0
58859.97,14.841,0.051,UVW1,Swift,,1.0
58860.38,14.882,0.055,UVW1,Swift,,1.0
58861.24,14.66,0.054,UVW1,Swift,,1.0
58877.19,14.919,0.062,UVW1,Swift,,1.0
58887.68,15.129,0.057,UVW1,Swift,,1.0
58898.57,15.054,0.057,UVW1,Swift,,1.0
58907.25,15.071,0.056,UVW1,Swift,,1.0
58856.45,14.626,0.051,U,Swift,,1.0
58856.79,14.63,0.048,U,Swift,,1.0
58857.45,14.763,0.052,U,Swift,,1.0
58858.85,14.594,0.051,U,Swift,,1.0
58859.49,14.474,0.046,U,Swift,,1.0
58860.38,14.236,0.052,U,Swift,,1.0
58861.25,13.983,0.051,U,Swift,,1.0
58877.19,14.937,0.068,U,Swift,,1.0
58887.68,15.091,0.096,U,Swift,,1.0
58887.69,14.947,0.057,U,Swift,,1.0
58898.56,15.309,0.106,U,Swift,,1.0
58898.57,14.958,0.058,U,Swift,,1.0
58907.25,15.122,0.09,U,Swift,,1.0
58907.26,14.994,0.055,U,Swift,,1.0
58856.45,15.285,0.048,B,Swift,,1.0
58856.79,15.343,0.045,B,Swift,,1.0
58857.45,15.324,0.049,B,Swift,,1.0
58858.85,15.054,0.048,B,Swift,,1.0
58859.49,14.978,0.042,B,Swift,,1.0
58860.38,14.783,0.05,B,Swift,,1.0
58861.25,14.528,0.048,B,Swift,,1.0
58887.69,15.231,0.092,B,Swift,,1.0
58898.57,15.239,0.063,B,Swift,,1.0
58907.26,15.288,0.052,B,Swift,,1.0
58856.46,14.566,0.045,V,Swift,,1.0
58856.8,14.568,0.04,V,Swift,,1.0
58857.45,14.454,0.044,V,Swift,,1.0
58858.85,14.25,0.042,V,Swift,,1.0
58860.38,13.984,0.045,V,Swift,,1.0
58861.25,13.8,0.043,V,Swift,,1.0
58877.19,14.244,0.054,V,Swift,,1.0
58887.68,14.372,0.047,V,Swift,,1.0
58898.57,14.451,0.049,V,Swift,,1.0
58907.25,14.496,0.046,V,Swift,,1.0
