event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2015bn,54589.47998,22.053263,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54589.52002,22.05121,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54589.560059,22.077469,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54834.439941,22.008444,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54834.47998,21.825079,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54834.52002,21.761509,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54834.560059,22.242237,0.214172,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54862.439941,21.750938,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54862.47998,21.764814,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54862.52002,21.744892,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54862.560059,22.288469,0.23054,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54881.439941,21.902195,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54881.560059,21.829866,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54882.47998,21.537395,0.162968,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54882.52002,21.456804,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54882.560059,21.877874,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54924.439941,21.570169,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54924.47998,21.370604,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54924.52002,21.342196,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,54924.560059,21.473356,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55268.439941,22.201534,0.232357,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55268.47998,21.952591,0.207077,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55268.52002,21.553062,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55268.560059,21.490034,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55589.439941,21.786648,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55589.52002,21.76301,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55589.560059,22.0016,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55634.439941,21.871248,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55634.47998,21.959963,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55634.52002,21.915264,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55634.560059,21.371857,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55656.47998,21.891245,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55656.52002,21.996855,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55681.439941,21.470837,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55681.47998,21.515476,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55681.52002,21.49173,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55681.560059,21.913208,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55987.439941,21.691355,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55987.47998,21.488256,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55987.52002,21.506557,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55987.560059,21.560114,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55999.439941,21.91054,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55999.47998,21.383305,0.152714,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55999.52002,21.917887,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,55999.560059,21.754707,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56035.439941,21.586235,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56035.47998,21.887461,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56035.52002,21.763134,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56035.560059,21.603386,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56364.439941,21.683645,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56364.47998,21.652485,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56364.52002,21.626535,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56364.560059,21.65169,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56402.439941,21.468023,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56402.47998,21.410604,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56402.52002,21.264765,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,56402.560059,21.041494,,T,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,57014.07,18.74,,T,V,,ASASSN,2016ApJ...826...39N
SN2015bn,57033.49,18.06,,T,V,,ASASSN,2016ApJ...826...39N
SN2015bn,57042.03,17.50,0.12,F,V,,ASASSN,2016ApJ...826...39N
SN2015bn,57048.7,17.62,0.07,F,z',,PS1,2016ApJ...826...39N
SN2015bn,57049.7,17.59,0.07,F,z',,PS1,2016ApJ...826...39N
SN2015bn,57051.47,17.19,0.09,F,V,,ASASSN,2016ApJ...826...39N
SN2015bn,57053.5,17.33,0.13,F,i',,PS1,2016ApJ...826...39N
SN2015bn,57064.439941,16.918545,0.020711,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,57064.47998,16.960239,0.020988,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,57064.52002,16.925476,0.020963,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,57064.560059,16.997686,0.020845,F,C,,Catalina Schmidt,2009ApJ...696..870D
SN2015bn,57068.47,16.94,0.01,F,r',,PS1,2016ApJ...826...39N
SN2015bn,57068.97,16.81,0.06,F,V,,ASASSN,2016ApJ...826...39N
SN2015bn,57069.45,16.88,0.01,F,r',,PS1,2016ApJ...826...39N
SN2015bn,57071.60,16.89,0.05,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57071.60,17.12,0.09,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57072.3924,16.541,0.065,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57072.3939,15.963,0.060,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57072.394,16.914,0.040,F,B,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57072.394,15.933,0.038,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57072.394,16.853,0.043,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57072.394,16.570,0.049,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57072.394,17.383,0.050,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57072.394,16.862,0.058,F,V,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57072.3948,16.966,0.059,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57072.3972,17.320,0.073,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57072.3996,16.900,0.070,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57072.4032,16.844,0.061,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57072.59,16.80,0.04,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57072.59,17.18,0.07,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57072.59,16.98,0.06,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57072.59,17.44,0.13,F,z',,LCOGT,2016ApJ...826...39N
SN2015bn,57073.88,16.81,0.09,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57073.88,17.16,0.08,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57073.88,17.02,0.06,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57074.169,15.937,0.033,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57074.169,16.916,0.054,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57074.169,16.535,0.045,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57074.169,17.340,0.053,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57074.1693,15.979,0.057,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57074.1719,17.329,0.076,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57074.1745,16.921,0.071,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57074.1772,16.524,0.062,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57074.21,16.99,0.09,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57074.21,16.71,0.05,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57074.21,16.91,0.09,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57074.21,16.82,0.05,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57075.3598,16.933,0.140,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57076.1667,16.084,0.059,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57076.167,16.001,0.037,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57076.167,16.908,0.122,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57076.167,16.564,0.082,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57076.167,17.401,0.072,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57076.1682,17.369,0.093,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57077.17,16.87,0.04,F,g',,LT,2016ApJ...826...39N
SN2015bn,57077.17,17.10,0.03,F,i',,LT,2016ApJ...826...39N
SN2015bn,57077.17,16.95,0.06,F,r',,LT,2016ApJ...826...39N
SN2015bn,57077.17,17.08,0.05,F,u',,LT,2016ApJ...826...39N
SN2015bn,57077.17,17.21,0.04,F,z',,LT,2016ApJ...826...39N
SN2015bn,57077.45,16.88,0.01,F,r',,PS1,2016ApJ...826...39N
SN2015bn,57077.62,16.83,0.03,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57077.62,17.13,0.06,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57077.62,16.92,0.06,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57078.322,15.968,0.037,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57078.3220,15.998,0.059,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57078.322,17.087,0.075,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57078.322,16.488,0.054,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57078.322,17.371,0.069,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57078.3245,17.300,0.090,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57078.3269,17.142,0.092,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57078.3292,16.504,0.070,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57078.47,16.88,0.01,F,r',,PS1,2016ApJ...826...39N
SN2015bn,57078.96,16.94,0.07,F,V,,ASASSN,2016ApJ...826...39N
SN2015bn,57079.34,16.99,0.08,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57079.34,16.75,0.04,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57079.34,16.86,0.06,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57079.34,16.85,0.08,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57080.08,16.82,0.03,F,g',,LT,2016ApJ...826...39N
SN2015bn,57080.08,17.05,0.02,F,i',,LT,2016ApJ...826...39N
SN2015bn,57080.08,16.94,0.05,F,r',,LT,2016ApJ...826...39N
SN2015bn,57080.08,16.98,0.04,F,u',,LT,2016ApJ...826...39N
SN2015bn,57080.08,17.23,0.02,F,z',,LT,2016ApJ...826...39N
SN2015bn,57080.33,16.94,0.05,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57080.33,16.72,0.02,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57080.33,16.80,0.08,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57080.33,16.75,0.07,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57080.517,15.940,0.037,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57080.517,17.046,0.073,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57080.517,16.499,0.055,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57080.517,17.425,0.069,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57080.5171,16.008,0.059,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57080.5196,17.401,0.091,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57080.5222,17.023,0.088,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57080.5245,16.544,0.071,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57081.33,16.93,0.06,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57081.33,16.77,0.07,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57081.33,16.83,0.07,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57081.33,16.81,0.06,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57081.50,16.78,0.08,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57081.50,17.05,0.04,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57081.50,17.00,0.06,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57082.24,17.05,0.17,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57082.24,16.67,0.04,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57082.24,16.81,0.08,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57082.24,16.76,0.10,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57082.94,16.79,0.04,F,g',,LT,2016ApJ...826...39N
SN2015bn,57082.94,17.01,0.02,F,i',,LT,2016ApJ...826...39N
SN2015bn,57082.94,16.92,0.05,F,r',,LT,2016ApJ...826...39N
SN2015bn,57082.94,17.11,0.07,F,u',,LT,2016ApJ...826...39N
SN2015bn,57082.94,17.18,0.03,F,z',,LT,2016ApJ...826...39N
SN2015bn,57083.1152,15.958,0.060,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57083.1171,17.266,0.096,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57083.1189,16.814,0.091,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57083.1208,16.610,0.078,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57083.4091,15.789,0.130,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57084.24,17.07,0.12,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57084.24,16.60,0.04,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57084.24,16.81,0.06,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57084.24,16.81,0.09,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57084.342,15.947,0.037,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57084.342,16.873,0.070,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57084.342,16.515,0.054,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57084.342,17.364,0.069,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57084.3423,15.959,0.059,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57084.3472,17.275,0.089,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57084.3521,16.851,0.085,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57084.3568,16.471,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57085.22,16.63,0.09,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57085.22,16.98,0.06,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57085.22,16.95,0.08,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57085.26,17.00,0.14,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57085.26,16.68,0.12,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57085.26,16.75,0.05,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57085.26,16.77,0.15,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57086.01,16.77,0.08,F,g',,LT,2016ApJ...826...39N
SN2015bn,57086.01,17.01,0.07,F,i',,LT,2016ApJ...826...39N
SN2015bn,57086.01,16.90,0.05,F,r',,LT,2016ApJ...826...39N
SN2015bn,57086.01,17.01,0.04,F,u',,LT,2016ApJ...826...39N
SN2015bn,57086.01,17.13,0.04,F,z',,LT,2016ApJ...826...39N
SN2015bn,57089.9745,16.335,0.074,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57089.9756,16.021,0.073,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57089.976,16.727,0.057,F,B,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57089.976,15.959,0.055,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57089.976,16.733,0.058,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57089.976,16.362,0.059,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57089.976,17.372,0.069,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57089.976,16.529,0.088,F,V,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57089.9762,16.769,0.071,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57089.9774,17.302,0.089,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57089.9792,16.587,0.096,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57089.9809,16.744,0.074,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57090.476,15.814,0.031,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57090.4764,15.808,0.051,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57090.97,16.68,0.03,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57090.97,16.95,0.11,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57090.97,16.82,0.13,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57091.9673,16.7891,0.0261819,F,B,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9702,16.7919,0.0261255,F,B,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9716,16.6239,0.0226311,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.973,16.7005,0.0251437,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9745,16.6995,0.0215149,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9759,16.7611,0.0231069,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9774,16.6478,0.0229561,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9788,16.7785,0.0218334,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9803,16.5357,0.057183,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9817,16.5417,0.0641917,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57091.9832,16.5148,0.0491067,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57092.17,16.64,0.10,F,H,,SOFI,2016ApJ...826...39N
SN2015bn,57092.17,16.70,0.12,F,J,,SOFI,2016ApJ...826...39N
SN2015bn,57092.17,16.43,0.19,F,K,,SOFI,2016ApJ...826...39N
SN2015bn,57093.02,16.63,0.03,F,g',,LT,2016ApJ...826...39N
SN2015bn,57093.02,16.92,0.02,F,i',,LT,2016ApJ...826...39N
SN2015bn,57093.02,16.78,0.05,F,r',,LT,2016ApJ...826...39N
SN2015bn,57093.02,16.78,0.04,F,u',,LT,2016ApJ...826...39N
SN2015bn,57093.02,17.07,0.03,F,z',,LT,2016ApJ...826...39N
SN2015bn,57093.7628,16.371,0.071,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57093.764,16.644,0.051,F,B,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57093.764,15.728,0.048,F,U,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57093.764,16.715,0.055,F,UVM2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57093.764,16.380,0.056,F,UVW1,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57093.764,17.181,0.060,F,UVW2,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57093.764,16.547,0.082,F,V,UVOT,Swift,2016ApJ...826...39N
SN2015bn,57093.7643,15.790,0.068,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57093.7649,16.737,0.068,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57093.7663,17.140,0.082,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57093.7686,16.719,0.095,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57093.7702,16.723,0.072,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2015bn,57093.9134,16.7629,0.0191092,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9149,16.7018,0.0207678,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9163,16.7493,0.019962,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9178,16.4686,0.045922,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9193,16.4296,0.0519554,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9207,16.5553,0.0501687,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9222,16.5997,0.0218808,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9236,16.5859,0.0229933,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57093.9266,16.6747,0.0211879,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57094.29,16.81,0.04,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57094.29,16.55,0.03,F,I,,lulin,2016ApJ...826...39N
SN2015bn,57094.29,16.71,0.06,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57094.29,16.62,0.06,F,V,,lulin,2016ApJ...826...39N
SN2015bn,57094.87,16.64,0.04,F,g',,LCOGT,2016ApJ...826...39N
SN2015bn,57094.87,16.90,0.09,F,i',,LCOGT,2016ApJ...826...39N
SN2015bn,57094.87,16.75,0.07,F,r',,LCOGT,2016ApJ...826...39N
SN2015bn,57095.27,16.85,0.05,F,B,,lulin,2016ApJ...826...39N
SN2015bn,57095.27,16.71,0.07,F,R,,lulin,2016ApJ...826...39N
SN2015bn,57095.47,16.70,0.02,F,r',,PS1,2016ApJ...826...39N
SN2015bn,57095.93,16.61,0.04,F,g',,LT,2016ApJ...826...39N
SN2015bn,57095.93,16.89,0.02,F,i',,LT,2016ApJ...826...39N
SN2015bn,57095.93,16.77,0.05,F,r',,LT,2016ApJ...826...39N
SN2015bn,57095.93,16.79,0.03,F,u',,LT,2016ApJ...826...39N
SN2015bn,57095.93,17.05,0.02,F,z',,LT,2016ApJ...826...39N
SN2015bn,57095.9387,16.7415,0.0250833,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.9401,16.7991,0.0294789,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.9416,16.7022,0.0205574,F,R,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.943,16.5728,0.04805,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.9445,16.4342,0.0443889,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.9459,16.4428,0.0457827,F,I,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.9474,16.6013,0.0242081,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
SN2015bn,57095.9489,16.6246,0.0253849,F,V,,,"CPCS Alert 25794,Cambridge Photometric Calibration Server"
